"","id","status","p_value","morans_test_statistic","morans_I","gene_ids","feature_types","n_cells","mt","ribo","hb","n_cells_by_counts","mean_counts","pct_dropout_by_counts","total_counts","highly_variable","means","dispersions","dispersions_norm","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"1365","PALLD","OK",1.19423759281446e-84,19.4602007437884,0.0241222612952893,"PALLD","Gene Expression",13986,FALSE,FALSE,FALSE,13986,0.0618859380483627,94.847688901496,16799,TRUE,0.0401714485911122,1.09140237350113,0.886114358901978,"PALLD",1.47004792878046e-84,"3","1",1.28550661649884,-3.79349146019603
"1366","PALM2AKAP2","OK",0,155.064410377921,0.192396308340456,"PALM2AKAP2","Gene Expression",60702,FALSE,FALSE,FALSE,60702,0.426246345043182,77.6379530744039,115705,TRUE,0.308863955941727,1.29047779550899,1.88202786445618,"PALM2AKAP2",0,"10","1",-2.13027345094501,-0.00448457132960323
"1367","PAM","OK",0,54.6406206502821,0.0677843137215839,"PAM","Gene Expression",58064,FALSE,FALSE,FALSE,58064,0.306305736303329,78.6097675086848,83147,TRUE,0.158868129255356,0.877067889957617,0.568586230278015,"PAM",0,"5","1",2.27199781980694,2.01966013778066
"1368","PAN3","OK",0,56.8205734291401,0.0704908316465521,"PAN3","Gene Expression",179335,FALSE,FALSE,FALSE,179335,1.76540887355804,33.9346696088797,479222,TRUE,0.783521918913753,1.22868098850422,1.1985011100769,"PAN3",0,"2","1",1.09247244444073,-0.673617459646711
"1369","PAOX","OK",0,212.835374590394,0.264096067067833,"PAOX","Gene Expression",155823,FALSE,FALSE,FALSE,155823,2.69264793395996,42.5962696766636,730922,TRUE,0.814708792180069,1.01061511205671,0.709477066993713,"PAOX",0,"9","1",-0.932777990434758,-3.75216446053172
"1370","PARD3","OK",0,82.7137307214585,0.10262274696173,"PARD3","Gene Expression",151040,FALSE,FALSE,FALSE,151040,1.26778316497803,44.3582819735422,344141,TRUE,0.611050187228473,1.3077427888961,1.37580132484436,"PARD3",0,"8","1",1.74075258817852,0.304016135819902
"1371","PARD3B","OK",3.58021880209406e-88,19.8716539261921,0.0246359393332127,"PARD3B","Gene Expression",17570,FALSE,FALSE,FALSE,17570,0.0854518860578537,93.5273769483259,23196,TRUE,0.0495632976301948,1.06302872436917,0.844079911708832,"PARD3B",4.42799761635847e-88,"5","1",1.75076712217511,2.17902817595815
"1372","PARP8","OK",0,123.683916430478,0.15346391073384,"PARP8","Gene Expression",177772,FALSE,FALSE,FALSE,177772,1.87965786457062,34.510464135332,510235,TRUE,0.829321503702151,1.37136491114076,1.51847732067108,"PARP8",0,"8","1",1.13128985014141,0.493035897799482
"1373","PATJ","OK",7.50807107643857e-111,22.3402615912101,0.0276898757206005,"PATJ","Gene Expression",5800,FALSE,FALSE,FALSE,5800,0.0247521661221981,97.8633344507849,6719,TRUE,0.0183922856558343,0.946476289481705,0.67141205072403,"PATJ",9.56407098001099e-111,"6","1",-0.926887621019475,3.11863484252309
"1374","PAX5","OK",1.78151016353464e-07,5.09093506907978,0.0061914036071757,"PAX5","Gene Expression",2793,FALSE,FALSE,FALSE,2793,0.0250763483345509,98.9710850208693,6807,TRUE,0.0218319274938438,1.97789548798148,2.19941902160645,"PAX5",1.91572093952847e-07,"10","1",-2.3610001698476,0.778562627919664
