"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"307","MPP.3","CC","GO:0048471","perinuclear region of cytoplasm","15/188","196/9500",7.45821578804033e-06,0.00174522249440144,0.00152304617145245,"100429881/715115/715169/711612/694353/701842/704449/709223/707926/702033/718479/694656/716634/707372/700123",15
"308","MPP.3","CC","GO:0009897","external side of plasma membrane","10/188","106/9500",4.45543753707825e-05,0.00521286191838156,0.00454923622206938,"712262/701419/708339/720291/716813/641338/704266/698293/693297/699869",10
"309","MPP.3","CC","GO:0031252","cell leading edge","10/188","120/9500",0.000127834573349326,0.00997109672124743,0.00870172183500676,"705289/708425/715169/717204/720510/654420/701842/716296/716634/707372",10
"310","MPP.3","CC","GO:0005884","actin filament","5/188","32/9500",0.00037537164959122,0.0219592415010864,0.0191637105317623,"708425/702998/719428/716634/707372",5
"311","MPP.3","CC","GO:0015629","actin cytoskeleton","11/188","170/9500",0.000546163084648091,0.0231817120375718,0.0202305539149299,"719527/708425/711465/720510/702998/719428/699524/716296/702033/716634/707372",11
"312","MPP.3","CC","GO:0062023","collagen-containing extracellular matrix","7/188","75/9500",0.000677794345994097,0.0231817120375718,0.0202305539149299,"706240/574348/716811/712388/707209/707892/100425543",7
"313","MPP.3","CC","GO:0098552","side of membrane","12/188","203/9500",0.000693470018217959,0.0231817120375718,0.0202305539149299,"712262/715169/701419/708339/720291/716296/716813/641338/704266/698293/693297/699869",12
"314","MPP.3","CC","GO:0099513","polymeric cytoskeletal fiber","13/188","248/9500",0.00127800027363813,0.0373815080039152,0.0326226385639206,"705289/719414/708425/574194/702998/719428/106992881/714749/699377/716634/697686/707372/695287",13
"315","MPP.3","CC","GO:0005604","basement membrane","4/188","26/9500",0.00157893198894061,0.0410522317124559,0.0358260591642665,"706240/574348/712388/707892",4
"316","MPP.3","CC","GO:0001726","ruffle","5/188","46/9500",0.00204322477562244,0.047811459749565,0.0417248006811318,"715169/720510/654420/716296/716634",5
"317","MPP.3","MF","GO:0008092","cytoskeletal protein binding","25/194","388/8759",1.35352224664898e-06,0.000426359507694427,0.000387534790619496,"100429881/719527/694305/708425/715169/706240/711465/701226/695288/702998/711612/712176/719428/106992881/699524/714749/708517/707753/695859/719315/716634/721783/697686/707372/695287",25
"318","MPP.3","MF","GO:0005509","calcium ion binding","21/194","342/8759",2.10486039345039e-05,0.00331515511968436,0.00301327382641319,"702946/715115/717324/715169/706240/722044/701419/711612/654420/106996937/694155/701842/717572/704735/706856/712388/574283/710241/708517/100424335/693297",21
"319","MPP.3","MF","GO:0044325","transmembrane transporter binding","7/194","42/8759",3.28189101409022e-05,0.00344598556479473,0.00313219072221943,"574374/701842/699524/703973/718902/704449/693297",7
"320","MPP.3","MF","GO:0005539","glycosaminoglycan binding","9/194","83/8759",8.51058556282492e-05,0.00670208613072462,0.00609178756075889,"708425/717204/711612/654420/106996937/717572/704735/574301/697755",9
"321","MPP.3","MF","GO:0140375","immune receptor activity","7/194","60/8759",0.000335633667195848,0.017977901174194,0.016340815770696,"717204/708339/720291/713715/641338/704266/699869",7
"322","MPP.3","MF","GO:0003779","actin binding","12/194","168/8759",0.000342436212841791,0.017977901174194,0.016340815770696,"719527/694305/711465/701226/695288/702998/711612/712176/719428/699524/716634/707372",12
"323","MPP.3","MF","GO:0004896","cytokine receptor activity","6/194","48/8759",0.00061812974129678,0.0278158383583551,0.0252829006966502,"717204/708339/713715/641338/704266/699869",6
"324","MPP.3","MF","GO:0051015","actin filament binding","7/194","68/8759",0.000725898747690947,0.028582263190331,0.0259795341278865,"719527/701226/695288/711612/719428/699524/716634",7
"325","MPP.3","MF","GO:0048306","calcium-dependent protein binding","4/194","22/8759",0.0012480958901959,0.0436833561568564,0.0397055066822554,"717324/715169/711612/714749",4
"326","MPP.3","MF","GO:0004953","icosanoid receptor activity","3/194","11/8759",0.00154819556699653,0.0487681603603906,0.0443272836024269,"697864/707918/695220",3
"327","MPP.4","BP","GO:0007155","cell adhesion","27/202","496/8716",2.76484730961889e-05,0.0413536327628543,0.0370354827441388,"693518/712354/694116/693440/716811/704701/613233/693315/722019/695557/697643/574276/716098/704723/697935/710036/710960/698293/712365/717379/713838/701825/707540/703356/702256/705413/718038",27
"328","MPP.4","BP","GO:0045639","positive regulation of myeloid cell differentiation","7/202","43/8716",5.13726273046401e-05,0.0413536327628543,0.0370354827441388,"705551/693518/696749/100428731/696291/713798/695826",7
"329","MPP.4","BP","GO:0030219","megakaryocyte differentiation","5/202","19/8716",5.67784431526603e-05,0.0413536327628543,0.0370354827441388,"705551/693518/716265/100428731/699997",5
"330","MPP.4","BP","GO:0045597","positive regulation of cell differentiation","18/202","296/8716",0.000169772629690771,0.0491610416891707,0.0440276413345385,"705551/704524/693518/710152/696749/100428731/574097/716937/696291/713798/697935/698293/702185/613032/695826/707032/701825/707540",18
"331","MPP.4","BP","GO:0097191","extrinsic apoptotic signaling pathway","9/202","87/8716",0.000173473705850567,0.0491610416891707,0.0440276413345385,"694451/574381/697643/702649/697935/707540/695562/717581/705413",9
"332","MPP.4","BP","GO:0030097","hemopoiesis","20/202","352/8716",0.000184451142687747,0.0491610416891707,0.0440276413345385,"705551/694416/693518/696749/716265/704701/100428731/714593/696291/698949/713798/716786/698293/699997/695826/715471/720959/701825/699748/714868",20
"333","MPP.4","BP","GO:0050878","regulation of body fluid levels","10/202","108/8716",0.00019225505371874,0.0491610416891707,0.0440276413345385,"716265/722019/708901/719732/710036/702721/697245/703356/708507/705413",10
"334","MPP.4","BP","GO:0001525","angiogenesis","14/202","198/8716",0.000197662568598492,0.0491610416891707,0.0440276413345385,"705551/716811/613233/716937/716098/713798/697935/707050/698293/697245/574209/707032/707540/705413",14
"335","MPP.4","BP","GO:0045637","regulation of myeloid cell differentiation","9/202","89/8716",0.000206571166709405,0.0491610416891707,0.0440276413345385,"705551/693518/696749/100428731/696291/713798/699997/695826/699748",9
"336","MPP.4","BP","GO:0019932","second-messenger-mediated signaling","9/202","90/8716",0.000224993325808562,0.0491610416891707,0.0440276413345385,"704524/708901/703669/698293/707032/703356/702574/717179/705413",9
"337","MPP.4","CC","GO:0030141","secretory granule","10/228","98/9500",0.000114954696799135,0.0255199426894079,0.0240799838558188,"677866/712299/722019/701629/710162/703669/719732/707334/700889/705413",10
"338","MPP.4","CC","GO:0009986","cell surface","17/228","282/9500",0.000440768701353386,0.0489253258502258,0.0461647218785915,"701433/697830/697643/719732/713798/574334/698770/698293/702185/719324/701825/715949/703028/705413/693558/704266/704666",17
"339","MPP.4","MF","GO:0005518","collagen binding","5/205","17/8759",3.29064585634961e-05,0.0099917540293159,0.00912148947250077,"613233/722019/699997/721855/705413",5
"340","MPP.4","MF","GO:0050839","cell adhesion molecule binding","10/205","93/8759",5.89484013528961e-05,0.0099917540293159,0.00912148947250077,"712354/693440/704701/695557/697643/697935/710960/698293/702185/705413",10
"341","MPP.4","MF","GO:0034237","protein kinase A regulatory subunit binding","4/205","15/8759",0.000324785487780549,0.0288381274927386,0.0263263762858722,"699042/100427291/717179/709849",4
"342","MPP.4","MF","GO:0019838","growth factor binding","7/205","57/8759",0.000340272890769777,0.0288381274927386,0.0263263762858722,"697643/697935/698293/721855/715949/705413/704266",7
"343","MPP.4","MF","GO:0005178","integrin binding","6/205","45/8759",0.000581028477070906,0.0393937307454074,0.0359626046860729,"712354/704701/697643/698293/702185/705413",6
"344","MPP.5","BP","GO:0006259","DNA metabolic process","125/1014","400/8716",3.35742764523151e-27,1.09989329657784e-23,1.04963790593027e-23,"717548/100423080/710766/708320/693426/718006/710888/714686/696248/708579/710500/707651/716612/100426721/721861/722348/712634/716701/702520/714220/713271/717990/710253/700100/716541/716175/709328/712460/708431/708416/715701/698916/707142/694166/700589/700707/701950/693548/707526/712412/703350/695157/693601/708029/697057/710562/706614/699763/700382/716398/718247/713843/716624/712921/713078/713813/701994/713186/708377/698837/707742/707259/699516/699692/711524/100429168/707874/704708/705074/706401/709275/702084/710718/704730/708805/699570/717910/708066/699230/703524/677718/702500/697566/705203/574279/694401/100428794/696640/698993/700773/697747/718376/696467/710035/705595/717979/696170/710227/715453/700384/705651/711473/713668/705871/716170/714013/698782/700830/703219/714285/697577/709225/710441/705468/701955/716564/718665/717966/106994665/716125/700757/703530/701942/709060/695776",125
"345","MPP.5","BP","GO:0006260","DNA replication","56/1014","114/8716",2.30796746485162e-23,3.78045070742695e-20,3.60771756347858e-20,"717548/100423080/710766/708320/693426/718006/710888/714686/696248/708579/707651/716612/100426721/721861/722348/716701/702520/714220/713271/717990/710253/700100/716541/716175/708416/707142/694166/700589/693548/707526/703350/693601/710562/706614/699763/700382/716398/713843/712921/713186/707259/705074/704730/708066/694401/700773/696467/710227/715453/700384/714013/703219/697577/705468/717966/709060",56
"346","MPP.5","BP","GO:0051276","chromosome organization","79/1014","226/8716",9.69434095703716e-21,1.05862203250846e-17,1.01025237341756e-17,"717548/710766/708320/693426/718006/710888/714686/694693/707651/722348/702520/709328/712570/708431/702251/700589/719808/696142/699620/700707/693599/708574/715235/701950/702198/703350/693637/713624/708029/697057/700382/716120/718247/705381/677711/701994/710680/713186/695574/707742/703598/696143/695933/709275/712202/710718/695123/700414/699570/699230/702500/699174/100426308/702317/702615/696232/574279/100428794/718214/696640/709380/699524/711887/100426110/715453/711473/713668/705871/699504/699624/703600/700830/711862/703219/716791/710371/718333/716125/703530",79
"347","MPP.5","BP","GO:0006261","DNA-templated DNA replication","35/1014","55/8716",5.84277388889777e-20,4.78523181500728e-17,4.56658906579642e-17,"717548/710766/708320/693426/718006/710888/714686/708579/707651/100426721/702520/714220/713271/710253/716541/716175/694166/700589/707526/703350/693601/710562/699763/700382/712921/705074/704730/694401/700773/696467/710227/700384/703219/705468/709060",35
"348","MPP.5","BP","GO:0006281","DNA repair","78/1014","232/8716",2.5508438474309e-19,1.67131288883672e-16,1.594948679341e-16,"717548/100423080/710766/708320/693426/718006/714686/696248/708579/707651/716612/100426721/721861/722348/712634/716701/714220/700100/709328/712460/715701/694166/707526/712412/703350/695157/693601/708029/706614/699763/716624/713813/701994/713186/708377/698837/707742/699516/699692/711524/707874/704708/706401/702084/710718/704730/708805/699570/708066/703524/677718/697566/574279/694401/100428794/698993/718376/696467/710035/705595/717979/696170/710227/715453/705651/713668/716170/714013/698782/700830/714285/709225/701955/716564/718665/716125/700757/709060",78
"349","MPP.5","BP","GO:0006974","DNA damage response","101/1014","370/8716",2.37487523175145e-17,1.29668187653629e-14,1.23743498917576e-14,"717548/100423080/710766/708320/693426/718006/714686/696248/708579/707651/716612/714126/100426721/721861/722348/712634/716701/714220/700100/709328/712460/715701/711191/694166/700707/707526/712412/703350/695157/695517/693601/708029/706614/699763/716624/713813/701994/713186/708377/698837/707742/699516/699692/711524/707874/704708/705074/706401/702084/710718/698461/704730/708805/699570/704339/708066/699230/703524/677718/697566/574279/701430/694401/703477/100428794/698993/718376/696467/718112/710035/705595/717979/696170/711040/701842/696673/710227/715453/705651/713668/716170/698252/714013/698782/709782/700830/703219/714285/721227/709225/696429/701955/716564/718665/716125/700757/703530/709060/702353/697082/720855",101
"350","MPP.5","BP","GO:0007059","chromosome segregation","54/1014","150/8716",3.7545100493898e-15,1.75711070311443e-12,1.67682629273499e-12,"694693/705180/709328/702251/700589/719808/696142/700707/708574/715235/702198/717252/693637/713624/700382/716120/705381/720265/677711/702839/710680/698231/713186/695574/696143/704708/709275/712202/699570/699174/100426308/702317/700712/702615/696232/716763/709380/699524/711887/711473/713668/699504/699624/704467/703600/700830/711862/703219/716791/710371/708325/718333/698190/703530",54
"351","MPP.5","BP","GO:0098813","nuclear chromosome segregation","41/1014","111/8716",3.11517028301111e-12,1.27566223089305e-09,1.2173757553346e-09,"694693/705180/709328/702251/700589/719808/696142/700707/708574/715235/702198/693637/700382/716120/705381/677711/710680/698231/695574/696143/712202/699174/100426308/702317/702615/696232/709380/699524/711887/711473/713668/699504/699624/703600/711862/703219/716791/710371/718333/698190/703530",41
"352","MPP.5","BP","GO:1903047","mitotic cell cycle process","70/1014","262/8716",7.49266690691859e-12,2.62848263499017e-09,2.50838423813405e-09,"708320/718006/714686/708579/694693/707651/714126/715650/717164/713271/705180/709328/702251/715345/700589/719808/696142/695846/708574/715235/702198/693637/703628/708029/699763/700382/697324/716120/705381/720265/677711/710680/695574/707259/714115/700617/712202/704730/708805/704339/699174/100426308/702317/702615/696232/704923/697747/709380/699524/705595/711887/710227/719053/711473/713668/699504/699624/704467/711862/703219/700592/696429/710441/716791/710371/711900/718333/698190/703530/699367",70
"353","MPP.5","BP","GO:0022402","cell cycle process","102/1014","451/8716",8.67689497463731e-12,2.62848263499017e-09,2.50838423813405e-09,"100423080/708320/718006/714686/708579/694693/707651/714126/722348/715650/717164/702520/713271/705180/709328/702251/698916/715345/700589/719808/696142/700707/695846/708574/715235/702198/717252/693637/703628/713624/708029/699763/700382/722013/697324/716120/705381/720265/677711/702839/701994/710680/698231/713186/695574/707259/699516/710858/716910/714115/700617/696143/704708/709275/711095/712202/704730/708805/700414/699570/704339/699174/100426308/702317/700712/702615/696232/704923/698993/697747/716763/709380/699524/710035/705595/711887/710227/719053/711473/713668/699504/714013/699624/704467/703600/700830/711862/703219/700592/696429/710441/716791/705468/710371/711900/708325/718333/698190/703530/699367/697082/714274",102
"354","MPP.5","BP","GO:0000070","mitotic sister chromatid segregation","31/1014","71/8716",8.82579639343464e-12,2.62848263499017e-09,2.50838423813405e-09,"694693/709328/702251/719808/696142/708574/715235/702198/693637/716120/705381/677711/710680/695574/712202/699174/100426308/702317/702615/696232/699524/711887/711473/713668/699504/699624/711862/703219/716791/710371/718333",31
"355","MPP.5","BP","GO:0006270","DNA replication initiation","15/1014","19/8716",2.17031047787098e-11,5.92494760458779e-09,5.6542299291902e-09,"717548/710766/708320/710888/714686/707651/713271/710253/716541/716175/700589/699763/700382/712921/700773",15
"356","MPP.5","BP","GO:0000819","sister chromatid segregation","33/1014","82/8716",2.81594072117261e-11,7.09617061735497e-09,6.77193841447987e-09,"694693/709328/702251/719808/696142/700707/708574/715235/702198/693637/716120/705381/677711/710680/695574/712202/699174/100426308/702317/702615/696232/709380/699524/711887/711473/713668/699504/699624/711862/703219/716791/710371/718333",33
"357","MPP.5","BP","GO:0000280","nuclear division","48/1014","154/8716",5.24767403683332e-11,1.227955724619e-08,1.17184901424022e-08,"694693/709328/702251/698916/700589/719808/696142/700707/708574/715235/702198/693637/700382/697324/716120/705381/720265/677711/710680/698231/695574/699516/716910/696143/712202/699174/100426308/702317/702615/696232/699524/711887/711473/713668/699504/714013/699624/703600/711862/703219/700592/710441/716791/710371/718333/698190/703530/697082",48
"358","MPP.5","BP","GO:0000278","mitotic cell cycle","79/1014","325/8716",5.78911536228593e-11,1.26434279512325e-08,1.20657351761328e-08,"708320/718006/714686/574113/696248/708579/694693/707651/714126/715650/717164/713271/705180/709328/712570/702251/715345/700589/719808/696142/695846/708574/702583/715235/702198/693637/703628/708029/699763/700382/697324/716120/705381/720265/677711/702839/710680/695574/707259/714115/700617/712202/704730/708805/704339/699174/100426308/702317/700712/702615/696232/704923/697747/709380/699524/705595/711887/701842/710227/719053/711473/713668/100426053/699504/699624/704467/711862/703219/700592/696429/710441/716791/710371/711900/718333/698190/703530/699367/713839",79
"359","MPP.5","BP","GO:0140014","mitotic nuclear division","35/1014","98/8716",3.60947241405483e-10,7.39039476777725e-08,7.05271912483081e-08,"694693/709328/702251/719808/696142/708574/715235/702198/693637/716120/705381/720265/677711/710680/695574/712202/699174/100426308/702317/702615/696232/699524/711887/711473/713668/699504/699624/711862/703219/700592/710441/716791/710371/718333/698190",35
"360","MPP.5","BP","GO:0032392","DNA geometric change","14/1014","20/8716",1.50858464584349e-09,2.90713135281369e-07,2.77430117532828e-07,"717548/710766/708320/693426/710888/714686/707651/700707/703350/697057/718247/703598/715453/705871",14
"361","MPP.5","BP","GO:0048285","organelle fission","50/1014","180/8716",1.90354152663677e-09,3.46444557847892e-07,3.30615107257965e-07,"694693/709328/702251/698916/700589/719808/696142/700707/708574/715235/702198/693637/700382/697324/716120/705381/720265/677711/710680/698231/695574/699516/716910/696143/712202/106998139/699174/100426308/702317/693782/702615/696232/699524/711887/711473/713668/699504/714013/699624/703600/711862/703219/700592/710441/716791/710371/718333/698190/703530/697082",50
"362","MPP.5","BP","GO:0006302","double-strand break repair","35/1014","109/8716",9.2451393970642e-09,1.51658085611864e-06,1.4472865312873e-06,"717548/710766/708320/693426/714686/696248/708579/707651/712634/709328/712460/703350/708029/701994/713186/707742/699516/707874/710718/704730/708805/699570/703524/697566/574279/718376/705595/710227/713668/714013/700830/701955/716125/700757/709060",35
"363","MPP.5","BP","GO:0071103","DNA conformation change","15/1014","25/8716",9.25873538533966e-09,1.51658085611864e-06,1.4472865312873e-06,"717548/710766/708320/693426/710888/714686/707651/700707/703350/697057/718247/703598/715453/705871/700830",15
"364","MPP.5","BP","GO:0006310","DNA recombination","36/1014","117/8716",2.01464903313539e-08,3.14285249169121e-06,2.99925194406622e-06,"717548/710766/708320/693426/714686/696248/708579/707651/716612/712634/709328/715701/698916/700707/703350/708029/699516/711524/702084/704730/699570/717910/703524/574279/100428794/718376/705595/710227/705871/714013/700830/709225/716125/700757/709060/695776",36
"365","MPP.5","BP","GO:2000573","positive regulation of DNA biosynthetic process","14/1014","25/8716",9.85957269485535e-08,1.46818000674301e-05,1.40109717242681e-05,"693426/718006/100426721/702520/714220/708431/694166/703350/699230/702500/696640/711473/716125/701942",14
"366","MPP.5","BP","GO:0000725","recombinational repair","22/1014","59/8716",2.8746870725402e-07,4.0945542824529e-05,3.90746938464274e-05,"717548/710766/708320/693426/714686/696248/708579/707651/712634/703350/699516/711524/704730/699570/718376/705595/710227/714013/700830/716125/700757/709060",22
"367","MPP.5","BP","GO:0009123","nucleoside monophosphate metabolic process","15/1014","32/8716",7.25259439658243e-07,9.8862930986355e-05,9.43457698828721e-05,"699111/699460/704926/709737/715664/709259/720853/715417/694868/712819/702529/100428383/706338/695317/698560",15
"368","MPP.5","BP","GO:0032508","DNA duplex unwinding","10/1014","15/8716",7.54448496538118e-07,9.8862930986355e-05,9.43457698828721e-05,"717548/710766/708320/693426/710888/714686/707651/700707/703350/718247",10
"369","MPP.5","BP","GO:0000724","double-strand break repair via homologous recombination","21/1014","58/8716",9.45568088983572e-07,0.00011914157921193,0.000113697863331223,"717548/710766/708320/693426/714686/696248/708579/707651/712634/703350/699516/704730/699570/718376/705595/710227/714013/700830/716125/700757/709060",21
"370","MPP.5","BP","GO:0006275","regulation of DNA replication","18/1014","46/8716",1.52665536866901e-06,0.00018523418473184,0.000176770621635359,"693426/718006/100426721/702520/714220/708416/694166/703350/713186/707259/705074/704730/700773/715453/700384/703219/697577/705468",18
"371","MPP.5","BP","GO:0009161","ribonucleoside monophosphate metabolic process","14/1014","30/8716",1.83089014829057e-06,0.000214214147349997,0.000204426456406879,"699460/704926/709737/715664/709259/720853/715417/694868/712819/702529/100428383/706338/695317/698560",14
"372","MPP.5","BP","GO:0051321","meiotic cell cycle","25/1014","80/8716",2.13432144969631e-06,0.000241104726524315,0.000230088374068895,"709328/698916/700589/700707/693637/700382/697324/716120/677711/698231/699516/716910/714115/696143/695123/677718/702317/702615/697566/714013/703600/703219/698190/703530/697082",25
"373","MPP.5","BP","GO:0051301","cell division","48/1014","210/8716",2.50148347337476e-06,0.000273161995292524,0.000260680909330633,"715650/717164/705180/702251/719808/700707/695846/705837/715235/696474/711002/693637/697324/710680/714909/698231/714591/695574/714043/707259/710858/714115/722115/709275/711095/712202/704730/695123/700414/677718/699174/100426308/702317/700712/696232/711153/574297/711887/722088/701842/708068/100426053/699504/699624/711862/710847/698190/695776",48
"374","MPP.5","BP","GO:0044772","mitotic cell cycle phase transition","38/1014","157/8716",6.79188533368438e-06,0.000717748914617743,0.000684954140612652,"714126/715650/717164/713271/709328/715345/700589/708574/702198/703628/708029/700382/697324/720265/710680/707259/714115/700617/704730/708805/704339/702317/696232/704923/697747/709380/705595/710227/713668/699504/699624/703219/700592/696429/711900/718333/703530/699367",38
"375","MPP.5","BP","GO:0090329","regulation of DNA-templated DNA replication","10/1014","18/8716",7.90082212853652e-06,0.000808846665408926,0.000771889530320838,"693426/718006/100426721/702520/714220/694166/703350/704730/703219/705468",10
"376","MPP.5","BP","GO:0046390","ribose phosphate biosynthetic process","25/1014","86/8716",9.06673864309205e-06,0.000869728680564788,0.000829989776131811,"697950/100533956/702893/695498/698458/695649/699460/106997570/704926/709737/715664/709259/698144/720853/700338/715417/694868/712819/698807/702529/100423990/100428383/706338/695317/698560",25
"377","MPP.5","BP","GO:0033046","negative regulation of sister chromatid segregation","9/1014","15/8716",9.82294297341183e-06,0.000869728680564788,0.000829989776131811,"709328/708574/702198/710680/696232/699504/699624/703219/718333",9
"378","MPP.5","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","9/1014","15/8716",9.82294297341183e-06,0.000869728680564788,0.000829989776131811,"709328/708574/702198/710680/696232/699504/699624/703219/718333",9
"379","MPP.5","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","9/1014","15/8716",9.82294297341183e-06,0.000869728680564788,0.000829989776131811,"709328/708574/702198/710680/696232/699504/699624/703219/718333",9
"380","MPP.5","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","9/1014","15/8716",9.82294297341183e-06,0.000869728680564788,0.000829989776131811,"709328/708574/702198/710680/696232/699504/699624/703219/718333",9
"381","MPP.5","BP","GO:0009156","ribonucleoside monophosphate biosynthetic process","11/1014","22/8716",1.04563471898451e-05,0.000882360396126421,0.000842044334070905,"699460/704926/715664/709259/720853/715417/694868/712819/702529/100428383/695317",11
"382","MPP.5","BP","GO:0034508","centromere complex assembly","8/1014","12/8716",1.05175977783203e-05,0.000882360396126421,0.000842044334070905,"712570/696142/699620/693599/713624/709275/712202/700414",8
"383","MPP.5","BP","GO:0009165","nucleotide biosynthetic process","28/1014","103/8716",1.10429719905932e-05,0.000882360396126421,0.000842044334070905,"703138/717990/697950/100533956/702893/695498/698458/695649/699460/106997570/704926/709737/715664/709259/698144/720853/700338/715417/694868/712819/698807/702529/100423990/708852/100428383/706338/695317/698560",28
"384","MPP.5","BP","GO:1901293","nucleoside phosphate biosynthetic process","28/1014","103/8716",1.10429719905932e-05,0.000882360396126421,0.000842044334070905,"703138/717990/697950/100533956/702893/695498/698458/695649/699460/106997570/704926/709737/715664/709259/698144/720853/700338/715417/694868/712819/698807/702529/100423990/708852/100428383/706338/695317/698560",28
"385","MPP.5","BP","GO:0007052","mitotic spindle organization","18/1014","52/8716",1.1679858535853e-05,0.00090139711535286,0.000860211243685494,"694693/705180/693637/720265/677711/695574/699174/100426308/702317/696232/699524/711887/719053/711473/713668/699504/716791/698190",18
"386","MPP.5","BP","GO:0051304","chromosome separation","13/1014","30/8716",1.18315250183678e-05,0.00090139711535286,0.000860211243685494,"709328/708574/702198/716120/710680/702317/702615/696232/699504/699624/700830/703219/718333",13
"387","MPP.5","BP","GO:0007051","spindle organization","23/1014","77/8716",1.2561305734758e-05,0.000935246308796982,0.000892513828522279,"694693/705180/717252/693637/720265/677711/695574/699174/100426308/702317/696232/716763/699524/711887/719053/711473/713668/699504/704467/703219/716791/708325/698190",23
"388","MPP.5","BP","GO:0006457","protein folding","26/1014","94/8716",1.61609216407064e-05,0.00117651509544342,0.0011227587666175,"574137/707989/708431/697669/698024/702277/722013/712355/716910/720759/703765/706757/702500/714506/696640/695213/717805/706547/706234/709716/709772/710143/718957/700203/700998/715226",26
"389","MPP.5","BP","GO:0051983","regulation of chromosome segregation","16/1014","44/8716",1.75224082016266e-05,0.00124790020148975,0.00119088220500757,"709328/708574/702198/716120/705381/710680/704708/699570/702317/702615/696232/709380/699504/699624/703219/718333",16
"390","MPP.5","BP","GO:0009124","nucleoside monophosphate biosynthetic process","11/1014","23/8716",1.79429671326314e-05,0.00125066298567023,0.001193518754399,"699460/704926/715664/709259/720853/715417/694868/712819/702529/100428383/695317",11
"391","MPP.5","BP","GO:0044786","cell cycle DNA replication","9/1014","16/8716",2.01357182118275e-05,0.0012934237816068,0.00123432576035351,"708320/718006/714686/708579/707651/699763/704730/703219/705468",9
"392","MPP.5","BP","GO:0051985","negative regulation of chromosome segregation","9/1014","16/8716",2.01357182118275e-05,0.0012934237816068,0.00123432576035351,"709328/708574/702198/710680/696232/699504/699624/703219/718333",9
"393","MPP.5","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","9/1014","16/8716",2.01357182118275e-05,0.0012934237816068,0.00123432576035351,"709328/708574/702198/710680/696232/699504/699624/703219/718333",9
"394","MPP.5","BP","GO:1905819","negative regulation of chromosome separation","9/1014","16/8716",2.01357182118275e-05,0.0012934237816068,0.00123432576035351,"709328/708574/702198/710680/696232/699504/699624/703219/718333",9
"395","MPP.5","BP","GO:0071897","DNA biosynthetic process","20/1014","64/8716",2.20351014639792e-05,0.00136201872445275,0.00129978652131118,"100423080/693426/718006/100426721/702520/714220/708431/694166/701950/707526/703350/693601/699230/702500/696640/711473/710441/106994665/716125/701942",20
"396","MPP.5","BP","GO:0140013","meiotic nuclear division","20/1014","64/8716",2.20351014639792e-05,0.00136201872445275,0.00129978652131118,"709328/698916/700589/700707/693637/700382/697324/716120/698231/699516/716910/696143/702317/702615/714013/703600/703219/698190/703530/697082",20
"397","MPP.5","BP","GO:0007094","mitotic spindle assembly checkpoint signaling","8/1014","13/8716",2.45530008013404e-05,0.00141115141447704,0.00134667428217878,"709328/708574/702198/710680/696232/699504/699624/718333",8
"398","MPP.5","BP","GO:0031577","spindle checkpoint signaling","8/1014","13/8716",2.45530008013404e-05,0.00141115141447704,0.00134667428217878,"709328/708574/702198/710680/696232/699504/699624/718333",8
"399","MPP.5","BP","GO:0071173","spindle assembly checkpoint signaling","8/1014","13/8716",2.45530008013404e-05,0.00141115141447704,0.00134667428217878,"709328/708574/702198/710680/696232/699504/699624/718333",8
"400","MPP.5","BP","GO:0071174","mitotic spindle checkpoint signaling","8/1014","13/8716",2.45530008013404e-05,0.00141115141447704,0.00134667428217878,"709328/708574/702198/710680/696232/699504/699624/718333",8
"401","MPP.5","BP","GO:0051052","regulation of DNA metabolic process","39/1014","172/8716",2.63319452023136e-05,0.0014873009048755,0.00141934441471636,"693426/718006/100426721/702520/714220/712460/708431/708416/715701/694166/703350/695157/708029/712921/701994/713186/707259/705074/709275/704730/708805/699230/703524/702500/696640/700773/697747/718376/705595/715453/700384/711473/703219/697577/705468/106994665/716125/700757/701942",39
"402","MPP.5","BP","GO:1903046","meiotic cell cycle process","21/1014","70/8716",2.76506452680553e-05,0.00153531379488389,0.00146516354051961,"709328/698916/700589/700707/693637/700382/697324/716120/698231/699516/716910/714115/696143/702317/702615/714013/703600/703219/698190/703530/697082",21
"403","MPP.5","BP","GO:0061982","meiosis I cell cycle process","15/1014","41/8716",2.94698142681807e-05,0.00156720936195787,0.00149560176242365,"709328/698916/700589/700707/700382/697324/699516/714115/696143/714013/703600/703219/698190/703530/697082",15
"404","MPP.5","BP","GO:1905818","regulation of chromosome separation","12/1014","28/8716",2.95222458938636e-05,0.00156720936195787,0.00149560176242365,"709328/708574/702198/716120/710680/702317/702615/696232/699504/699624/703219/718333",12
"405","MPP.5","BP","GO:0051306","mitotic sister chromatid separation","11/1014","24/8716",2.96602504399841e-05,0.00156720936195787,0.00149560176242365,"709328/708574/702198/716120/710680/702317/696232/699504/699624/703219/718333",11
